district_number,district_description,type,accept_full,accept_partial,reject,applications_received,ballots_sent,ballots_received,district,date
03,North Pole/Badger,AV TOTAL,1863,67,13,2341,2341,1943,HOUSE: 03,2020-11-09
03,North Pole/Badger,EARLY,1204,0,0,0,0,0,HOUSE: 03,2020-11-09
03,North Pole/Badger,QUESTIONED,116,165,4,0,0,0,HOUSE: 03,2020-11-09
04,Western Fairbanks,INPERSON,33,56,0,0,0,89,HOUSE: 04,2020-11-09
04,Western Fairbanks,MAIL,2765,24,10,3504,3504,2799,HOUSE: 04,2020-11-09
04,Western Fairbanks,ONLINE,306,9,4,431,431,319,HOUSE: 04,2020-11-09
04,Western Fairbanks,FAX,2,0,0,2,2,2,HOUSE: 04,2020-11-09
04,Western Fairbanks,SPECIAL NEEDS,11,3,1,0,0,15,HOUSE: 04,2020-11-09
04,Western Fairbanks,FWAB,0,0,0,3,3,0,HOUSE: 04,2020-11-09
04,Western Fairbanks,AV TOTAL,3117,92,15,3940,3940,3224,HOUSE: 04,2020-11-09
04,Western Fairbanks,EARLY,2419,0,0,0,0,0,HOUSE: 04,2020-11-09
04,Western Fairbanks,QUESTIONED,67,185,3,0,0,0,HOUSE: 04,2020-11-09
05,Chena Ridge/Airport,INPERSON,40,66,1,0,0,107,HOUSE: 05,2020-11-09
05,Chena Ridge/Airport,MAIL,2139,31,8,2711,2711,2178,HOUSE: 05,2020-11-09
05,Chena Ridge/Airport,ONLINE,270,15,4,393,393,289,HOUSE: 05,2020-11-09
05,Chena Ridge/Airport,FAX,1,0,0,1,1,1,HOUSE: 05,2020-11-09
05,Chena Ridge/Airport,SPECIAL NEEDS,19,2,0,0,0,21,HOUSE: 05,2020-11-09
05,Chena Ridge/Airport,FWAB,0,0,0,2,2,0,HOUSE: 05,2020-11-09
05,Chena Ridge/Airport,AV TOTAL,2469,114,13,3107,3107,2596,HOUSE: 05,2020-11-09
05,Chena Ridge/Airport,EARLY,1952,0,0,0,0,0,HOUSE: 05,2020-11-09
05,Chena Ridge/Airport,QUESTIONED,53,214,4,0,0,0,HOUSE: 05,2020-11-09
06,Eielson/Denali/Upper Yukon/Border Region,INPERSON,486,52,4,0,0,542,HOUSE: 06,2020-11-09
06,Eielson/Denali/Upper Yukon/Border Region,MAIL,2020,17,6,2407,2407,2043,HOUSE: 06,2020-11-09
06,Eielson/Denali/Upper Yukon/Border Region,ONLINE,473,18,5,650,650,496,HOUSE: 06,2020-11-09
06,Eielson/Denali/Upper Yukon/Border Region,FAX,0,0,0,0,0,0,HOUSE: 06,2020-11-09
06,Eielson/Denali/Upper Yukon/Border Region,SPECIAL NEEDS,39,4,3,0,0,46,HOUSE: 06,2020-11-09
06,Eielson/Denali/Upper Yukon/Border Region,FWAB,0,0,0,2,2,0,HOUSE: 06,2020-11-09
06,Eielson/Denali/Upper Yukon/Border Region,AV TOTAL,3018,91,18,3059,3059,3127,HOUSE: 06,2020-11-09
06,Eielson/Denali/Upper Yukon/Border Region,EARLY,567,0,0,0,0,0,HOUSE: 06,2020-11-09
06,Eielson/Denali/Upper Yukon/Border Region,QUESTIONED,92,472,23,0,0,0,HOUSE: 06,2020-11-09
07,Greater Wasilla,INPERSON,59,102,1,0,0,162,HOUSE: 07,2020-11-09
07,Greater Wasilla,MAIL,1735,29,9,2274,2274,1773,HOUSE: 07,2020-11-09
07,Greater Wasilla,ONLINE,189,12,2,352,352,203,HOUSE: 07,2020-11-09
07,Greater Wasilla,FAX,1,0,0,1,1,1,HOUSE: 07,2020-11-09
07,Greater Wasilla,SPECIAL NEEDS,15,5,0,0,0,20,HOUSE: 07,2020-11-09
07,Greater Wasilla,FWAB,0,0,0,3,3,0,HOUSE: 07,2020-11-09
07,Greater Wasilla,AV TOTAL,1999,148,12,2630,2630,2159,HOUSE: 07,2020-11-09
07,Greater Wasilla,EARLY,3407,0,0,0,0,0,HOUSE: 07,2020-11-09
07,Greater Wasilla,QUESTIONED,70,254,3,0,0,0,HOUSE: 07,2020-11-09
08,Big Lake/Point Mackenzie,INPERSON,44,86,1,0,0,131,HOUSE: 08,2020-11-09
08,Big Lake/Point Mackenzie,MAIL,1780,17,11,2236,2236,1808,HOUSE: 08,2020-11-09
08,Big Lake/Point Mackenzie,ONLINE,175,6,5,340,340,186,HOUSE: 08,2020-11-09
08,Big Lake/Point Mackenzie,FAX,0,0,0,0,0,0,HOUSE: 08,2020-11-09
08,Big Lake/Point Mackenzie,SPECIAL NEEDS,31,1,1,0,0,33,HOUSE: 08,2020-11-09
08,Big Lake/Point Mackenzie,FWAB,0,0,0,0,0,0,HOUSE: 08,2020-11-09
08,Big Lake/Point Mackenzie,AV TOTAL,2030,110,18,2576,2576,2158,HOUSE: 08,2020-11-09
08,Big Lake/Point Mackenzie,EARLY,2213,0,0,0,0,0,HOUSE: 08,2020-11-09
08,Big Lake/Point Mackenzie,QUESTIONED,208,215,6,0,0,0,HOUSE: 08,2020-11-09
09,Richardson Hwy/East Mat-Su,INPERSON,802,78,2,0,0,882,HOUSE: 09,2020-11-09
09,Richardson Hwy/East Mat-Su,MAIL,2099,17,19,2573,2573,2135,HOUSE: 09,2020-11-09
09,Richardson Hwy/East Mat-Su,ONLINE,347,11,5,491,491,363,HOUSE: 09,2020-11-09
09,Richardson Hwy/East Mat-Su,FAX,4,0,0,4,4,4,HOUSE: 09,2020-11-09
09,Richardson Hwy/East Mat-Su,SPECIAL NEEDS,27,2,1,0,0,30,HOUSE: 09,2020-11-09
09,Richardson Hwy/East Mat-Su,FWAB,0,0,0,5,5,0,HOUSE: 09,2020-11-09
09,Richardson Hwy/East Mat-Su,AV TOTAL,3279,108,27,3073,3073,3414,HOUSE: 09,2020-11-09
09,Richardson Hwy/East Mat-Su,EARLY,1559,0,0,0,0,0,HOUSE: 09,2020-11-09
09,Richardson Hwy/East Mat-Su,QUESTIONED,125,205,7,0,0,0,HOUSE: 09,2020-11-09
10,Rural Mat-Su,INPERSON,808,163,3,0,0,974,HOUSE: 10,2020-11-09
10,Rural Mat-Su,MAIL,2093,18,10,2771,2771,2121,HOUSE: 10,2020-11-09
10,Rural Mat-Su,ONLINE,159,6,2,339,339,167,HOUSE: 10,2020-11-09
10,Rural Mat-Su,FAX,9,0,0,9,9,9,HOUSE: 10,2020-11-09
10,Rural Mat-Su,SPECIAL NEEDS,12,0,0,0,0,12,HOUSE: 10,2020-11-09
10,Rural Mat-Su,FWAB,0,0,0,3,3,0,HOUSE: 10,2020-11-09
10,Rural Mat-Su,AV TOTAL,3081,187,15,3122,3122,3283,HOUSE: 10,2020-11-09
10,Rural Mat-Su,EARLY,2006,0,0,0,0,0,HOUSE: 10,2020-11-09
10,Rural Mat-Su,QUESTIONED,120,243,5,0,0,0,HOUSE: 10,2020-11-09
11,Greater Palmer,INPERSON,29,59,0,0,0,88,HOUSE: 11,2020-11-09
11,Greater Palmer,MAIL,2152,23,15,2688,2688,2190,HOUSE: 11,2020-11-09
11,Greater Palmer,ONLINE,195,14,1,384,384,210,HOUSE: 11,2020-11-09
11,Greater Palmer,FAX,1,0,0,1,1,1,HOUSE: 11,2020-11-09
11,Greater Palmer,SPECIAL NEEDS,4,1,0,0,0,5,HOUSE: 11,2020-11-09
11,Greater Palmer,FWAB,0,0,0,3,3,0,HOUSE: 11,2020-11-09
11,Greater Palmer,AV TOTAL,2381,97,16,3076,3076,2494,HOUSE: 11,2020-11-09
11,Greater Palmer,EARLY,3303,0,0,0,0,0,HOUSE: 11,2020-11-09
11,Greater Palmer,QUESTIONED,95,264,4,0,0,0,HOUSE: 11,2020-11-09
12,Chugiak/Gateway,INPERSON,515,104,2,0,0,621,HOUSE: 12,2020-11-09
12,Chugiak/Gateway,MAIL,2443,19,13,3031,3031,2475,HOUSE: 12,2020-11-09
12,Chugiak/Gateway,ONLINE,201,11,2,452,452,214,HOUSE: 12,2020-11-09
12,Chugiak/Gateway,FAX,2,0,0,3,3,2,HOUSE: 12,2020-11-09
12,Chugiak/Gateway,SPECIAL NEEDS,7,0,0,0,0,7,HOUSE: 12,2020-11-09
12,Chugiak/Gateway,FWAB,0,0,0,0,0,0,HOUSE: 12,2020-11-09
12,Chugiak/Gateway,AV TOTAL,3168,134,17,3486,3486,3319,HOUSE: 12,2020-11-09
12,Chugiak/Gateway,EARLY,2127,0,0,0,0,0,HOUSE: 12,2020-11-09
12,Chugiak/Gateway,QUESTIONED,85,182,2,0,0,0,HOUSE: 12,2020-11-09
13,Fort Richardson/North Eagle River,INPERSON,786,56,0,0,0,842,HOUSE: 13,2020-11-09
13,Fort Richardson/North Eagle River,MAIL,2210,37,8,2659,2659,2255,HOUSE: 13,2020-11-09
13,Fort Richardson/North Eagle River,ONLINE,700,27,7,992,992,734,HOUSE: 13,2020-11-09
13,Fort Richardson/North Eagle River,FAX,1,0,0,3,3,1,HOUSE: 13,2020-11-09
13,Fort Richardson/North Eagle River,SPECIAL NEEDS,3,1,0,0,0,4,HOUSE: 13,2020-11-09
13,Fort Richardson/North Eagle River,FWAB,3,1,0,15,15,4,HOUSE: 13,2020-11-09
13,Fort Richardson/North Eagle River,AV TOTAL,3703,122,15,3669,3669,3840,HOUSE: 13,2020-11-09
13,Fort Richardson/North Eagle River,EARLY,432,0,0,0,0,0,HOUSE: 13,2020-11-09
13,Fort Richardson/North Eagle River,QUESTIONED,42,232,0,0,0,0,HOUSE: 13,2020-11-09
14,Eagle River/Chugach State Park,INPERSON,1795,43,7,0,0,1845,HOUSE: 14,2020-11-09
14,Eagle River/Chugach State Park,MAIL,3815,40,19,4433,4433,3874,HOUSE: 14,2020-11-09
14,Eagle River/Chugach State Park,ONLINE,699,23,3,957,957,725,HOUSE: 14,2020-11-09
14,Eagle River/Chugach State Park,FAX,3,0,0,3,3,3,HOUSE: 14,2020-11-09
14,Eagle River/Chugach State Park,SPECIAL NEEDS,1,2,0,0,0,3,HOUSE: 14,2020-11-09
14,Eagle River/Chugach State Park,FWAB,3,0,0,10,10,3,HOUSE: 14,2020-11-09
14,Eagle River/Chugach State Park,AV TOTAL,6316,108,29,5403,5403,6453,HOUSE: 14,2020-11-09
14,Eagle River/Chugach State Park,EARLY,580,0,0,0,0,0,HOUSE: 14,2020-11-09
14,Eagle River/Chugach State Park,QUESTIONED,66,141,2,0,0,0,HOUSE: 14,2020-11-09
15,Elmendorf,INPERSON,100,60,0,0,0,160,HOUSE: 15,2020-11-09
15,Elmendorf,MAIL,1713,18,14,2208,2208,1745,HOUSE: 15,2020-11-09
15,Elmendorf,ONLINE,449,36,3,681,681,487,HOUSE: 15,2020-11-09
15,Elmendorf,FAX,0,0,0,0,0,0,HOUSE: 15,2020-11-09
15,Elmendorf,SPECIAL NEEDS,6,1,0,0,0,7,HOUSE: 15,2020-11-09
15,Elmendorf,FWAB,3,1,0,9,9,4,HOUSE: 15,2020-11-09
15,Elmendorf,AV TOTAL,2271,116,17,2898,2898,2403,HOUSE: 15,2020-11-09
15,Elmendorf,EARLY,724,0,0,0,0,0,HOUSE: 15,2020-11-09
15,Elmendorf,QUESTIONED,51,301,6,0,0,0,HOUSE: 15,2020-11-09
16,Anchorage - College Gate,INPERSON,181,70,1,0,0,252,HOUSE: 16,2020-11-09
16,Anchorage - College Gate,MAIL,2764,30,15,3398,3398,2809,HOUSE: 16,2020-11-09
16,Anchorage - College Gate,ONLINE,233,16,1,395,395,250,HOUSE: 16,2020-11-09
16,Anchorage - College Gate,FAX,0,0,0,0,0,0,HOUSE: 16,2020-11-09
16,Anchorage - College Gate,SPECIAL NEEDS,6,1,0,0,0,7,HOUSE: 16,2020-11-09
16,Anchorage - College Gate,FWAB,1,0,0,3,3,1,HOUSE: 16,2020-11-09
16,Anchorage - College Gate,AV TOTAL,3185,117,17,3796,3796,3319,HOUSE: 16,2020-11-09
16,Anchorage - College Gate,EARLY,1261,0,0,0,0,0,HOUSE: 16,2020-11-09
16,Anchorage - College Gate,QUESTIONED,51,249,5,0,0,0,HOUSE: 16,2020-11-09
17,Anchorage - University,INPERSON,129,109,0,0,0,238,HOUSE: 17,2020-11-09
17,Anchorage - University,MAIL,2497,47,7,3134,3134,2551,HOUSE: 17,2020-11-09
17,Anchorage - University,ONLINE,187,22,2,319,319,211,HOUSE: 17,2020-11-09
17,Anchorage - University,FAX,1,1,0,3,3,2,HOUSE: 17,2020-11-09
17,Anchorage - University,SPECIAL NEEDS,6,0,0,0,0,6,HOUSE: 17,2020-11-09
17,Anchorage - University,FWAB,1,1,0,4,4,2,HOUSE: 17,2020-11-09
17,Anchorage - University,AV TOTAL,2821,180,9,3460,3460,3010,HOUSE: 17,2020-11-09
17,Anchorage - University,EARLY,1418,0,0,0,0,0,HOUSE: 17,2020-11-09
17,Anchorage - University,QUESTIONED,52,273,6,0,0,0,HOUSE: 17,2020-11-09
18,Anchorage - Spenard,INPERSON,70,119,3,0,0,192,HOUSE: 18,2020-11-09
18,Anchorage - Spenard,MAIL,2892,37,27,3689,3689,2956,HOUSE: 18,2020-11-09
18,Anchorage - Spenard,ONLINE,158,17,0,300,300,175,HOUSE: 18,2020-11-09
18,Anchorage - Spenard,FAX,2,0,0,3,3,2,HOUSE: 18,2020-11-09
18,Anchorage - Spenard,SPECIAL NEEDS,7,0,0,0,0,7,HOUSE: 18,2020-11-09
18,Anchorage - Spenard,FWAB,0,0,0,2,2,0,HOUSE: 18,2020-11-09
18,Anchorage - Spenard,AV TOTAL,3129,173,30,3994,3994,3332,HOUSE: 18,2020-11-09
18,Anchorage - Spenard,EARLY,1751,0,0,0,0,0,HOUSE: 18,2020-11-09
18,Anchorage - Spenard,QUESTIONED,74,257,5,0,0,0,HOUSE: 18,2020-11-09
19,Anchorage - Mountainview,INPERSON,199,68,2,0,0,269,HOUSE: 19,2020-11-09
19,Anchorage - Mountainview,MAIL,1680,17,6,2167,2167,1703,HOUSE: 19,2020-11-09
19,Anchorage - Mountainview,ONLINE,72,6,0,158,158,78,HOUSE: 19,2020-11-09
19,Anchorage - Mountainview,FAX,2,0,0,3,3,2,HOUSE: 19,2020-11-09
19,Anchorage - Mountainview,SPECIAL NEEDS,3,0,0,0,0,3,HOUSE: 19,2020-11-09
19,Anchorage - Mountainview,FWAB,0,0,0,0,0,0,HOUSE: 19,2020-11-09
19,Anchorage - Mountainview,AV TOTAL,1956,91,8,2328,2328,2055,HOUSE: 19,2020-11-09
19,Anchorage - Mountainview,EARLY,791,0,0,0,0,0,HOUSE: 19,2020-11-09
19,Anchorage - Mountainview,QUESTIONED,88,167,3,0,0,0,HOUSE: 19,2020-11-09
20,Anchorage - Downtown,INPERSON,104,113,0,0,0,217,HOUSE: 20,2020-11-09
20,Anchorage - Downtown,MAIL,2869,41,5,3735,3735,2915,HOUSE: 20,2020-11-09
20,Anchorage - Downtown,ONLINE,187,6,0,316,316,193,HOUSE: 20,2020-11-09
20,Anchorage - Downtown,FAX,4,1,0,5,5,5,HOUSE: 20,2020-11-09
20,Anchorage - Downtown,SPECIAL NEEDS,2,3,0,0,0,5,HOUSE: 20,2020-11-09
20,Anchorage - Downtown,FWAB,1,0,0,4,4,1,HOUSE: 20,2020-11-09
20,Anchorage - Downtown,AV TOTAL,3167,164,5,4060,4060,3336,HOUSE: 20,2020-11-09
20,Anchorage - Downtown,EARLY,1811,0,0,0,0,0,HOUSE: 20,2020-11-09
20,Anchorage - Downtown,QUESTIONED,49,182,3,0,0,0,HOUSE: 20,2020-11-09
21,West Anchorage,INPERSON,54,64,1,0,0,119,HOUSE: 21,2020-11-09
21,West Anchorage,MAIL,3521,29,12,4327,4327,3562,HOUSE: 21,2020-11-09
21,West Anchorage,ONLINE,199,10,4,346,346,213,HOUSE: 21,2020-11-09
21,West Anchorage,FAX,0,0,0,1,1,0,HOUSE: 21,2020-11-09
21,West Anchorage,SPECIAL NEEDS,8,0,0,0,0,8,HOUSE: 21,2020-11-09
21,West Anchorage,FWAB,1,0,0,1,1,1,HOUSE: 21,2020-11-09
21,West Anchorage,AV TOTAL,3783,103,17,4675,4675,3903,HOUSE: 21,2020-11-09
21,West Anchorage,EARLY,1786,0,0,0,0,0,HOUSE: 21,2020-11-09
21,West Anchorage,QUESTIONED,48,144,3,0,0,0,HOUSE: 21,2020-11-09
22,Anchorage - Sand Lake,INPERSON,57,53,1,0,0,111,HOUSE: 22,2020-11-09
22,Anchorage - Sand Lake,MAIL,3359,31,13,4041,4041,3403,HOUSE: 22,2020-11-09
22,Anchorage - Sand Lake,ONLINE,178,19,5,344,344,202,HOUSE: 22,2020-11-09
22,Anchorage - Sand Lake,FAX,0,1,0,1,1,1,HOUSE: 22,2020-11-09
22,Anchorage - Sand Lake,SPECIAL NEEDS,3,2,0,0,0,5,HOUSE: 22,2020-11-09
22,Anchorage - Sand Lake,FWAB,0,0,0,1,1,0,HOUSE: 22,2020-11-09
22,Anchorage - Sand Lake,AV TOTAL,3597,106,19,4387,4387,3722,HOUSE: 22,2020-11-09
22,Anchorage - Sand Lake,EARLY,1463,0,0,0,0,0,HOUSE: 22,2020-11-09
22,Anchorage - Sand Lake,QUESTIONED,63,187,3,0,0,0,HOUSE: 22,2020-11-09
23,Anchorage - Taku,INPERSON,49,94,1,0,0,144,HOUSE: 23,2020-11-09
23,Anchorage - Taku,MAIL,2410,33,13,3018,3018,2456,HOUSE: 23,2020-11-09
23,Anchorage - Taku,ONLINE,132,10,2,262,262,144,HOUSE: 23,2020-11-09
23,Anchorage - Taku,FAX,0,0,0,0,0,0,HOUSE: 23,2020-11-09
23,Anchorage - Taku,SPECIAL NEEDS,4,1,0,0,0,5,HOUSE: 23,2020-11-09
23,Anchorage - Taku,FWAB,2,0,0,4,4,2,HOUSE: 23,2020-11-09
23,Anchorage - Taku,AV TOTAL,2597,138,16,3284,3284,2751,HOUSE: 23,2020-11-09
23,Anchorage - Taku,EARLY,1379,0,0,0,0,0,HOUSE: 23,2020-11-09
23,Anchorage - Taku,QUESTIONED,51,174,1,0,0,0,HOUSE: 23,2020-11-09
24,Anchorage - Oceanview,INPERSON,43,58,1,0,0,102,HOUSE: 24,2020-11-09
24,Anchorage - Oceanview,MAIL,3831,30,6,4608,4607,3867,HOUSE: 24,2020-11-09
24,Anchorage - Oceanview,ONLINE,227,13,0,385,385,240,HOUSE: 24,2020-11-09
24,Anchorage - Oceanview,FAX,2,0,0,2,2,2,HOUSE: 24,2020-11-09
24,Anchorage - Oceanview,SPECIAL NEEDS,2,0,0,0,0,2,HOUSE: 24,2020-11-09
24,Anchorage - Oceanview,FWAB,0,0,0,2,2,0,HOUSE: 24,2020-11-09
24,Anchorage - Oceanview,AV TOTAL,4105,101,7,4997,4996,4213,HOUSE: 24,2020-11-09
24,Anchorage - Oceanview,EARLY,1833,0,0,0,0,0,HOUSE: 24,2020-11-09
24,Anchorage - Oceanview,QUESTIONED,43,130,4,0,0,0,HOUSE: 24,2020-11-09
25,Anchorage - Abbott,INPERSON,95,58,2,0,0,155,HOUSE: 25,2020-11-09
25,Anchorage - Abbott,MAIL,3134,34,12,3846,3846,3180,HOUSE: 25,2020-11-09
25,Anchorage - Abbott,ONLINE,195,12,2,352,352,209,HOUSE: 25,2020-11-09
25,Anchorage - Abbott,FAX,0,0,0,0,0,0,HOUSE: 25,2020-11-09
25,Anchorage - Abbott,SPECIAL NEEDS,4,0,0,0,0,4,HOUSE: 25,2020-11-09
25,Anchorage - Abbott,FWAB,0,0,0,2,2,0,HOUSE: 25,2020-11-09
25,Anchorage - Abbott,AV TOTAL,3428,104,16,4200,4200,3548,HOUSE: 25,2020-11-09
25,Anchorage - Abbott,EARLY,1690,0,0,0,0,0,HOUSE: 25,2020-11-09
25,Anchorage - Abbott,QUESTIONED,69,189,3,0,0,0,HOUSE: 25,2020-11-09
26,Anchorage - Huffman,INPERSON,77,52,1,0,0,130,HOUSE: 26,2020-11-09
26,Anchorage - Huffman,MAIL,3537,28,10,4311,4311,3575,HOUSE: 26,2020-11-09
26,Anchorage - Huffman,ONLINE,206,15,1,417,417,222,HOUSE: 26,2020-11-09
26,Anchorage - Huffman,FAX,2,0,0,3,3,2,HOUSE: 26,2020-11-09
26,Anchorage - Huffman,SPECIAL NEEDS,1,0,0,0,0,1,HOUSE: 26,2020-11-09
26,Anchorage - Huffman,FWAB,1,0,0,3,3,1,HOUSE: 26,2020-11-09
26,Anchorage - Huffman,AV TOTAL,3824,95,12,4734,4734,3931,HOUSE: 26,2020-11-09
26,Anchorage - Huffman,EARLY,1855,0,0,0,0,0,HOUSE: 26,2020-11-09
26,Anchorage - Huffman,QUESTIONED,72,146,3,0,0,0,HOUSE: 26,2020-11-09
27,Anchorage - Basher,INPERSON,163,61,2,0,0,226,HOUSE: 27,2020-11-09
27,Anchorage - Basher,MAIL,3422,20,10,4110,4110,3452,HOUSE: 27,2020-11-09
27,Anchorage - Basher,ONLINE,259,9,0,466,466,268,HOUSE: 27,2020-11-09
27,Anchorage - Basher,FAX,3,0,0,3,3,3,HOUSE: 27,2020-11-09
27,Anchorage - Basher,SPECIAL NEEDS,7,1,0,0,0,8,HOUSE: 27,2020-11-09
27,Anchorage - Basher,FWAB,0,0,0,0,0,0,HOUSE: 27,2020-11-09
27,Anchorage - Basher,AV TOTAL,3854,91,12,4579,4579,3957,HOUSE: 27,2020-11-09
27,Anchorage - Basher,EARLY,1489,0,0,0,0,0,HOUSE: 27,2020-11-09
27,Anchorage - Basher,QUESTIONED,50,154,3,0,0,0,HOUSE: 27,2020-11-09
28,South Anchorage,INPERSON,58,36,3,0,0,97,HOUSE: 28,2020-11-09
28,South Anchorage,MAIL,5151,26,15,6188,6188,5192,HOUSE: 28,2020-11-09
28,South Anchorage,ONLINE,310,5,8,482,482,323,HOUSE: 28,2020-11-09
28,South Anchorage,FAX,2,0,0,2,2,2,HOUSE: 28,2020-11-09
28,South Anchorage,SPECIAL NEEDS,5,0,0,0,0,5,HOUSE: 28,2020-11-09
28,South Anchorage,FWAB,0,0,0,0,0,0,HOUSE: 28,2020-11-09
28,South Anchorage,AV TOTAL,5526,67,26,6672,6672,5619,HOUSE: 28,2020-11-09
28,South Anchorage,EARLY,2035,0,0,0,0,0,HOUSE: 28,2020-11-09
28,South Anchorage,QUESTIONED,34,92,7,0,0,0,HOUSE: 28,2020-11-09
29,North Kenai,INPERSON,1582,24,1,0,0,1607,HOUSE: 29,2020-11-09
29,North Kenai,MAIL,2388,10,11,3044,3044,2409,HOUSE: 29,2020-11-09
29,North Kenai,ONLINE,180,8,2,317,317,190,HOUSE: 29,2020-11-09
29,North Kenai,FAX,4,0,0,4,4,4,HOUSE: 29,2020-11-09
29,North Kenai,SPECIAL NEEDS,20,1,0,0,0,21,HOUSE: 29,2020-11-09
29,North Kenai,FWAB,0,0,0,4,4,0,HOUSE: 29,2020-11-09
29,North Kenai,AV TOTAL,4174,43,14,3369,3369,4231,HOUSE: 29,2020-11-09
29,North Kenai,EARLY,53,0,0,0,0,0,HOUSE: 29,2020-11-09
29,North Kenai,QUESTIONED,72,153,5,0,0,0,HOUSE: 29,2020-11-09
30,Kenai/Soldotna,INPERSON,2308,95,4,0,0,2407,HOUSE: 30,2020-11-09
30,Kenai/Soldotna,MAIL,2238,8,13,2780,2780,2259,HOUSE: 30,2020-11-09
30,Kenai/Soldotna,ONLINE,178,11,2,302,302,191,HOUSE: 30,2020-11-09
30,Kenai/Soldotna,FAX,2,0,0,3,3,2,HOUSE: 30,2020-11-09
30,Kenai/Soldotna,SPECIAL NEEDS,27,0,0,0,0,27,HOUSE: 30,2020-11-09
30,Kenai/Soldotna,FWAB,0,0,0,1,1,0,HOUSE: 30,2020-11-09
30,Kenai/Soldotna,AV TOTAL,4753,114,19,3086,3086,4886,HOUSE: 30,2020-11-09
30,Kenai/Soldotna,EARLY,29,0,0,0,0,0,HOUSE: 30,2020-11-09
30,Kenai/Soldotna,QUESTIONED,0,0,0,0,0,0,HOUSE: 30,2020-11-09
31,Homer/South Kenai,INPERSON,2112,38,1,0,0,2151,HOUSE: 31,2020-11-09
31,Homer/South Kenai,MAIL,3229,15,8,4172,4172,3252,HOUSE: 31,2020-11-09
31,Homer/South Kenai,ONLINE,156,8,0,376,376,164,HOUSE: 31,2020-11-09
31,Homer/South Kenai,FAX,5,0,0,7,7,5,HOUSE: 31,2020-11-09
31,Homer/South Kenai,SPECIAL NEEDS,14,0,0,0,0,14,HOUSE: 31,2020-11-09
31,Homer/South Kenai,FWAB,0,0,0,0,0,0,HOUSE: 31,2020-11-09
31,Homer/South Kenai,AV TOTAL,5516,61,9,4555,4555,5586,HOUSE: 31,2020-11-09
31,Homer/South Kenai,EARLY,53,0,0,0,0,0,HOUSE: 31,2020-11-09
31,Homer/South Kenai,QUESTIONED,0,0,0,0,0,0,HOUSE: 31,2020-11-09
32,Kodiak/Cordova/Seldovia,INPERSON,1231,36,0,0,0,1267,HOUSE: 32,2020-11-09
32,Kodiak/Cordova/Seldovia,MAIL,1751,12,4,2351,2351,1767,HOUSE: 32,2020-11-09
32,Kodiak/Cordova/Seldovia,ONLINE,349,6,4,571,571,359,HOUSE: 32,2020-11-09
32,Kodiak/Cordova/Seldovia,FAX,5,0,0,6,6,5,HOUSE: 32,2020-11-09
32,Kodiak/Cordova/Seldovia,SPECIAL NEEDS,21,0,2,0,0,23,HOUSE: 32,2020-11-09
32,Kodiak/Cordova/Seldovia,FWAB,0,0,0,9,9,0,HOUSE: 32,2020-11-09
